run,model_kind,checkpoint,hospital_id,region,eval_acc,eval_balanced_acc,eval_precision,eval_recall,eval_f1,eval_roc_auc,eval_auprc,eval_false_positive_rate,eval_false_negative_rate,num-examples
hierarchical_fl,hierarchical_global,shared/checkpoints/global/round_1.pt,hospital_eu_01,region_eu,0.9524752475247524,0.9425163199173437,0.8608695652173913,0.9252336448598131,0.8918918918918919,0.9912060301507537,0.9716929603895587,0.04020100502512563,0.07476635514018691,1010
hierarchical_fl,hierarchical_global,shared/checkpoints/global/round_1.pt,hospital_eu_02,region_eu,0.7678410117434508,0.8516935656839918,0.9958062486894527,0.7572954871631319,0.8603260869565217,0.9655798028059681,0.9976187999467868,0.05390835579514825,0.2427045128368681,6642
hierarchical_fl,hierarchical_global,shared/checkpoints/global/round_1.pt,hospital_eu_03,region_eu,0.9495112550969111,0.8897397662355927,0.1768286882906877,0.8284313725490197,0.2914478325625147,0.9761219759680844,0.5936305522190712,0.048951840077834215,0.1715686274509804,179030
hierarchical_fl,hierarchical_global,shared/checkpoints/global/round_1.pt,hospital_na_01,region_na,0.9534777442646925,0.9546221450382016,0.905108330467448,0.9579191981409413,0.9307652547675399,0.991525617822603,0.9825323912235293,0.04867490806453802,0.042080801859058714,109410
hierarchical_fl,hierarchical_global,shared/checkpoints/global/round_1.pt,hospital_na_02,region_na,0.9399161382695848,0.9313794027011565,0.8981390793339863,0.9089707583016686,0.9035224566877412,0.9780395797525717,0.9542947520767706,0.0462119528993557,0.0910292416983314,19556
hierarchical_fl,hierarchical_global,shared/checkpoints/global/round_1.pt,hospital_na_03,region_na,0.9418350678193198,0.9354271148282587,0.8928812168459307,0.9190624151558117,0.9057826668648729,0.9868110774853031,0.9736873475468744,0.048208185499294356,0.08093758484418836,108966
